Date;Num_Sujet;Stimulus;Pays;Classe;Classe_modif;Plateau_Classe;Classe(2);Plateau_Classe(2);Comm_brut;Comm_net;NoteEqu;NoteHedo;Zone + ;Zone - ;Nb_Repas;Petit_dej;Repas_imp;Grignotage;Cantine;Viande;Fruits;Légumes;5FruitsLégumes;Produits_Laitiers;Féculents;Sucreries;Sodas;Jus_Fruits;Plats_Préparés;Entrée;Dessert;PourcentageLipides;PourcentageGlucides;PourcentageProtéines;Repas_Equ;Plaisir_Cuisine;Temps_Sport;Sports_Pref;Continent;Langues_Etrangères;Restaurant;Age;Sexe
10-janv;1;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Coloré Assez de féculents Assez de protéines Assez de fibres Assez de légumes Pas assez de fruits mais ok;Coloré Assez_féculents Assez_protéines Assez_fibres Assez_légumes Assez_fruits;10;9;Tout;Rien;3;Toujours;Petit_dej;Environ une fois par semaine;Non, jamais;Jamais;Rarement;A tous les repas;Oui;Rarement;A tous les repas;Rarement;Rarement;Jamais;Oui, quelques fois par semaine;Non, jamais;Non, jamais;20;50;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;3;Marche;Europe, Asie;2;Une pizza / Des pâtes, Des ramens;22;Féminin
10-janv;2;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Diversité de couleurs Assez de légumes Assez de protéines Kimchi bon aliment Assez de féculents Pas assez de fruits (mais si compensé en légumes, ok);Coloré Assez_légumes Assez_protéines Assez_féculents Assez_fruits;8;9;Bas;Bol de soupe;4;Toujours;Petit_dej;Environ une fois par jour;Non, jamais;Jamais;Environ une fois par jour;A tous les repas;Oui;Environ une fois par semaine;A tous les repas;Environ une fois par semaine;Environ une fois par semaine;Environ une fois par semaine;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la maison;20;40;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;7;Karaté Fitness;Europe, Amérique du Sud;3;Un burger, Des ramens;21;Masculin
10-janv;3;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Assez de légumes Assez de féculents Pas assez de fruits Pas assez de produits laitiers Assez de protéines;Assez_légumes Assez_féculents Pas_assez_fruits Pas_assez_produits_laitiers Assez_protéines;6;6;Diagonale légumes + riz/tof;Soupe / Kimchi;3;Toujours;Déjeuner;Rarement;Oui, tous les midis;Rarement;A tous les repas;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Rarement;Rarement;Jamais;Non, jamais;Non, jamais;20;40;40;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Pompom, fitness;Europe, Amérique du Nord, Amérique du Sud;2;Une pizza / Des pâtes, Une galette bretonne;20;Féminin
10-janv;4;489;Corée;PasEquilibré;ZPasEquilibré;489_PasEquilibré;PasEquilibré;489_PasEquilibré;Pas assez de protéines Trop de légumes Pas assez de sucre Assez de féculents Pas assez de fruits Trop de fibres;Pas_assez_protéines Trop_légumes Pas_assez_sucré Assez_féculents Pas_assez_fruits Trop_fibres;4;4;Tofu riz;Brocolis;3;Week_end;Déjeuner;Rarement;Non, jamais;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;A tous les repas;Jamais;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, toujours;20;20;60;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Course et fitness;Europe;3;Des ramens, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);22;Féminin
10-janv;5;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Assez de légumes Assez de féculents Assez de protéines Pas assez de fruits mais tjs compensation;Assez_légumes Assez_féculents Assez_protéines Assez_fruits;8;5;1;0;3;Week_end;Déjeuner;Environ une fois par semaine;Oui, tous les midis;Environ une fois par semaine;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Rarement;Oui, quelques fois par semaine;Non, jamais;Non, jamais;40;40;20;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Basket, course;Europe, Asie, Amérique du Nord, Amérique du Sud;2;Des fajitas / Des tacos / Des burritos, Une galette bretonne;18;Féminin
10-janv;6;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Protéine végétale Assez de protéines Assez de légumes Pas de fruits mais beaucoup de légumes Assez de féculents;Protéines_végétales Assez_protéines Assez_légumes Assez_fruits Assez_féculents;8;8;Brocolis;Aucune;2;Week_end;Déjeuner;Jamais;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;25;50;25;Un repas avec une majorité de légumes;Oui, parfois, cela dépend de mon humeur;6;Danse/Course/Fitness;Europe;2;Un steak accompagné de frites, Une galette bretonne;20;Féminin
10-janv;7;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Assez de légumes Assez de féculents Assez de protéines Ok pour l’absence de fruits;Assez_légumes Assez_féculents Assez_protéines Assez_fruits;8;6;Tout sauf soupe;Soupe;2;Week_end;Déjeuner;Environ une fois par jour;Non, jamais;Plusieurs fois par semaine;Plusieurs fois par semaine;Environ une fois par jour;Non;Plusieurs fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Rarement;Jamais;Non, jamais;Oui, mais que à la maison;30;30;40;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;3;Equitation, Aviron;Europe, Amérique du Nord;3;Un steak accompagné de frites, Une galette bretonne;22;Féminin
10-janv;8;489;Corée;PresqueEquilibré;PresqueEquilibré;489_PresqueEquilibré;Equilibré;489_Equilibré;Trop de légumes Coloré Assez de protéines Pas assez de fruits Assez de féculents;Trop_légumes Coloré Assez_protéines Pas_assez_fruits Assez_féculents;8;4;Tofu;Brocolis;3;Toujours;Petit_dej;Jamais;Oui, quelques fois par mois;Plusieurs fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;Environ une fois par jour;Plusieurs fois par semaine;Jamais;Rarement;Jamais;Oui, mais que à la maison;Oui, toujours;40;20;40;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;2;Course à pied et Natation;Europe, Amérique du Nord;3;Une pizza / Des pâtes, Un steak accompagné de frites;26;Féminin
11-janv;9;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Varié Assez de légumes Assez de protéines Assez de féculents Pas assez de fruits;Diversifié Assez_légumes Assez_protéines Assez_féculents Pas_assez_fruits;6;5;Féculents/protéines;Aucune;4;Semaine;Déjeuner;Environ une fois par jour;Oui, tous les midis;A tous les repas;A tous les repas;Environ une fois par jour;Non;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Environ une fois par jour;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;26;37;37;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;0;Ski, Natation, Escalade;Europe, Afrique;4;Des sushis, Des ramens;24;Féminin
11-janv;10;489;Corée;PresqueEquilibré;PresqueEquilibré;489_PresqueEquilibré;Equilibré;489_Equilibré;Assez de légumes Pas assez de fruits mais peut s’équilibrer avec les légumes Assez de protéines Assez de féculents;Assez_légumes Assez_fruits Assez_protéines Assez_féculents;6;5;Riz/tofu;Soupe;3;Semaine;Déjeuner;Jamais;Oui, tous les midis;Jamais;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Environ une fois par jour;Jamais;Environ une fois par jour;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;20;50;30;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;4;Boxe et vélos;Europe, Afrique;2;Des sushis, Des ramens;20;Féminin
11-janv;11;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Assez de légumes Assez de féculents Pas assez de protéines Pas assez de fruits;Assez_légumes Assez_féculents Pas_assez_protéines Pas_assez_fruits;7;7;Légumes haut;Bas gauche;3;Semaine;Déjeuner;Environ une fois par jour;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Non;Environ une fois par jour;A tous les repas;Environ une fois par semaine;Rarement;Environ une fois par jour;Jamais;Oui, mais que à la cantine;Oui, mais que à la cantine;15;50;35;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;4;Volley;Europe;3;Des sushis, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);22;Féminin
11-janv;12;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Pas assez de fruits Un peu trop de légumes Pas assez de protéines Assez de féculents;Pas_assez_fruits Trop_légumes Pas_assez_protéines Assez_féculents;8;4;Brocolis;Rien;4;Toujours;Petit_dej;Environ une fois par jour;Non, jamais;Environ une fois par jour;Plusieurs fois par semaine;Plusieurs fois par semaine;Non;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Plusieurs fois par semaine;Environ une fois par jour;Oui, quelques fois par semaine;Oui, mais que à la cantine;Non, jamais;10;40;50;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;0;;Europe;2;Des fajitas / Des tacos / Des burritos, Une raclette / Une tartiflette;34;Masculin
11-janv;13;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Un peu trop de légumes Assez de protéines Assez de féculents Pas assez de fruits Pas assez gras Trop de fibres;Trop_légumes Assez_protéines Assez_féculents Pas_assez_fruits Pas_assez_gras Trop_fibres;7;8;Gauche;Rien;3;Toujours;Déjeuner;Plusieurs fois par semaine;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Environ une fois par jour;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, mais que à la maison;30;50;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Fitness;Europe, Amérique du Sud;2;Des sushis, Des ramens;22;Féminin
11-janv;14;489;Corée;PresqueEquilibré;PresqueEquilibré;489_PresqueEquilibré;Equilibré;489_Equilibré;Trop de légumes Pas assez de fruits Pas assez de protéines Pas assez de fibres Assez de féculents;Trop_légumes Pas_assez_fruits Pas_assez_protéines Pas_assez_fibres Assez_féculents;6;6;Féculents/Protéines;Broccoli;3;Week_end;Déjeuner;Plusieurs fois par semaine;Oui, tous les midis;A tous les repas;Environ une fois par semaine;Plusieurs fois par semaine;Non;A tous les repas;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;20;20;60;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;7;Rugby, Surf, Course, Foot;Europe;2;Un couscous / Une tajine, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);23;Masculin
11-janv;15;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Assez de légumes Ok pour les fruits (compensé légumes) Assez de protéines (combinaison animales/végétales) Assez de féculents;Assez_légumes Assez_fruits Assez_protéines Protéines_végétales_et_animales Assez_féculents;9;10;Bas;Gauche;3;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Environ une fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par semaine;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Jamais;Oui, mais que à la cantine;Oui, toujours;40;40;20;Un repas avec une majorité de légumes;Non, je n'aime pas ça;3;Basket, self-defense;Europe, Afrique;4;Des sushis, Des ramens;21;Féminin
11-janv;16;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Diversifié en légumes Assez de légumes Assez de féculents Assez de protéines Pas assez de fruits Equilibre légumes/féculent bien;Diversifié Assez_légumes Assez_féculents Assez_protéines Pas_assez_fruits;8;6;brocolis + poivrons;aucune;3;Semaine;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;A tous les repas;Plusieurs fois par semaine;Non;Plusieurs fois par semaine;A tous les repas;Environ une fois par semaine;Jamais;Jamais;Jamais;Non, jamais;Oui, toujours;30;50;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;3;Badminton Course à pied;Europe, Afrique, Asie, Amérique du Sud;2;Une pizza / Des pâtes, Une raclette / Une tartiflette;22;Masculin
11-janv;17;489;Corée;PresqueEquilibré;PresqueEquilibré;489_PresqueEquilibré;Equilibré;489_Equilibré;Assez de protéines Assez de légumes Pas assez de fruits Assez de féculents;Assez_protéines Assez_légumes Pas_assez_fruits Assez_féculents;8;6;Féculents;Aucune;4;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;A tous les repas;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Environ une fois par semaine;Environ une fois par jour;Jamais;Oui, toujours;Oui, toujours;25;60;15;Un repas avec une majorité de féculents;Oui, même quand je cuisine seulement pour moi;8;Musculation/Escalade;Europe;1;Des ramens, Une raclette / Une tartiflette;23;Masculin
11-janv;18;489;Corée;PresqueEquilibré;PresqueEquilibré;489_PresqueEquilibré;Equilibré;489_Equilibré;Trop de légumes Pas assez de fruits Assez de protéines Assez de féculents;Trop_légumes Pas_assez_fruits Assez_protéines Assez_féculents;7;5;Légumes;Rien;2;Jamais;Déjeuner;Plusieurs fois par semaine;Non, jamais;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Non, jamais;Oui, toujours;10;60;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;2,5;Marche;Europe, Afrique, Amérique du Nord;2;Un couscous / Une tajine, Des fruits de mer;22;Féminin
11-janv;19;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Trop de légumes Pas assez de fruits Fruits se compensent avec les légumes Assez de protéines Assez de féculents Pas assez de produits laitiers Mettre yaourt à la place de légumes;Trop_légumes Assez_fruits Assez_protéines Assez_féculents Pas_assez_produits_laitiers;8;7;Droite;Gauche;4;Toujours;Petit_dej;Jamais;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Oui;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;20;50;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;3;Fitness;Europe, Afrique;2;Des fajitas / Des tacos / Des burritos, Un couscous / Une tajine;22;Féminin
11-janv;20;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Assez de légumes Assez de protéines Assez de féculents Pas assez de produits laitiers Pas assez de fruits;Assez_légumes Assez_protéines Assez_féculents Pas_assez_produits_laitiers Pas_assez_fruits;8;8;Aucune;Aucune;3;Toujours;Déjeuner;Environ une fois par semaine;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;Environ une fois par jour;Rarement;Jamais;Rarement;Jamais;Oui, mais que à la cantine;Oui, mais que à la maison;20;50;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2,5;Danse;Europe;2;Des ramens, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);19;Féminin
11-janv;21;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Pas assez de protéines Trop de légumes Pas assez de fruits Assez de féculents;Pas_assez_protéines Trop_légumes Pas_assez_fruits Assez_féculents;8;4;Tofu + Riz;Kimchi;2;Jamais;Déjeuner;Entre chaque repas;Oui, tous les midis;A tous les repas;Plusieurs fois par semaine;Environ une fois par semaine;Non;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Plusieurs fois par semaine;Jamais;Non, jamais;Non, jamais;33,33333333;33,33333333;33,33333333;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;0;Hokey;Asie;1;Des sushis, Des ramens;27;Masculin
12-janv;22;489;Corée;Equilibré;Equilibré ;489_Equilibré ;Equilibré ;489_Equilibré ;Trop de légumes Pas assez de fruits Assez de protéines Pas assez de féculents Vite digéré Peur d’avoir faim;Trop_légumes Pas_assez_fruits Assez_protéines Pas_assez_féculents Digestion_rapide Faim;6;5;Soupe;Gauche légumes;3;Toujours;Déjeuner;Rarement;Oui, quelques fois par semaine;A tous les repas;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Rarement;Rarement;Jamais;Oui, mais que à la cantine;Oui, mais que à la cantine;20;50;30;Un repas qui fait plaisir à manger;Oui, mais seulement que je cuisine pour ma famille / mes amis;1;Velo d'appartement;Europe, Afrique, Amérique du Nord;2;Une galette bretonne, Un fish & chips;52;Féminin
